25792124_1, 0.78
25779603_2, 0.90
25775052_1, 0.65
25775052_2, 0.53
25773268_1, 0.90
25769357_3, 0.65
25765696_2, 0.86
25758769_1, 0.35
25758769_2, 0.70
25743173_1, 0.80
25736990_1, 0.36
25698905_1, 0.87
25698905_2, 0.80
25670362_1, 0.77
25657183_2, 0.48
25619410_1, 0.41
25573406_1, 0.67
25573406_2, 0.48
25552421_1, 0.33
25552421_3, 0.40
25490706_1, 0.70
25475110_1, 0.78
25465416_1, 0.72
25465416_2, 0.74
25367713_1, 0.85
25367713_2, 0.93
25354738_2, 0.75
25352655_2, 0.87
25329038_1, 0.85
25277614_1, 0.73
25271206_2, 0.80
25182247_2, 0.80
25176136_1, 0.58
25175921_3, 0.96
25046337_2, 0.61
25045258_2, 0.76
25037988_2, 0.33
25031188_2, 0.73
25002161_1, 0.60
24966672_1, 0.53
24966672_2, 0.85
24898834_2, 0.42
24898834_3, 0.67
24859203_1, 0.90
24780614_1, 0.45
24780614_2, 0.64
24748630_1, 0.68
24742013_1, 0.69
24727258_1, 0.49
24727258_2, 0.50
24727254_1, 0.52
24339179_1, 0.87
24339179_2, 0.85
24323795_2, 0.46
24321804_1, 0.72
24321804_2, 0.70
24281137_1, 0.55
24253831_2, 0.60
24247616_2, 0.52
24245566_1, 0.81
24206457_2, 0.61
24184169_2, 0.82
24141036_1, 0.67
24120253_3, 0.13
24119319_2, 0.60
24001888_1, 0.71
24001888_2, 0.62
23992602_2, 0.77
23992601_2, 0.65
23992601_3, 0.59
23964932_1, 0.58
23964932_2, 0.81
23909985_1, 0.59
23810874_2, 0.67
23733198_1, 0.87
23733198_2, 0.38
23726159_2, 0.63
23706759_1, 0.84
23706759_2, 0.33
23656980_2, 0.49
23613569_1, 0.58
23564919_1, 0.77
23564916_2, 0.54
23529173_2, 0.56
23473369_1, 0.67
23425163_3, 0.59
23339726_1, 0.58
23271794_1, 0.36
23271794_3, 1.00
23216615_2, 0.59
23134522_1, 0.30
23129601_2, 0.54
23128104_1, 0.52
23121439_2, 0.73
23110471_2, 0.51
23040830_1, 0.75
23040830_4, 0.00
23020650_1, 0.93
23020650_2, 0.75
22932716_1, 0.45
22932716_2, 0.61
22799613_2, 0.50
22738922_2, 0.75
22709460_1, 0.45
22700854_1, 0.45
22576673_1, 0.78
22573644_2, 0.57
22544891_1, 0.81
22544891_2, 0.70
22509859_1, 0.59
22490878_1, 0.52
22436129_1, 0.85
22396585_2, 0.88
22378566_2, 0.44
22259009_2, 0.62
22235820_2, 0.79
22235820_3, 0.79
22234149_2, 0.60
22077816_1, 0.77
22052584_1, 0.70
21933100_1, 0.50
21815708_1, 0.45
21780946_1, 0.61
21682834_2, 0.73
21645018_1, 0.57
21627828_1, 0.73
21586508_1, 0.65
21576658_3, 0.60
21545947_3, 0.43
21545942_2, 0.50
21502549_2, 0.67
21474646_2, 0.60
21454723_2, 0.60
21428766_1, 0.80
21428766_2, 0.60
21428765_1, 0.45
21428765_2, 0.60
21362764_1, 0.27
21332630_1, 0.57
21227674_1, 0.35
21224838_1, 0.46
21216833_2, 0.67
21147728_1, 0.90
21147728_2, 0.72
21128814_1, 0.58
21128814_3, 0.20
21060071_1, 0.67
21045096_1, 0.65
20979470_3, 0.71
20953684_2, 0.48
20801495_1, 0.32
20678674_2, 0.87
20644019_1, 0.50
20621900_1, 0.81
20620037_1, 0.87
20620037_2, 0.78
20582993_1, 0.67
20582594_2, 0.76
20487050_2, 0.87
20484828_1, 0.33
20484828_2, 0.25
20463178_1, 0.75
20436046_2, 0.52
20409909_1, 0.72
20400762_1, 0.72
20393175_2, 0.52
20393175_4, 0.79
20357382_1, 0.67
20357382_2, 0.29
20228403_2, 0.50
20200926_2, 0.53
20185426_1, 0.79
20163842_2, 0.67
20151997_2, 0.57
20136164_1, 0.71
19966341_1, 0.60
19933596_1, 0.68
19776408_1, 0.53
19752419_1, 0.55
19751115_2, 0.65
19717850_1, 0.67
19717844_1, 0.57
19716598_2, 0.89
19704100_2, 0.93
19567517_1, 0.53
19567517_2, 0.63
19560810_1, 0.78
19515181_1, 0.60
19447387_2, 0.69
19447387_3, 0.78
19443528_1, 0.60
19443528_2, 0.51
19423108_2, 0.22
19371824_2, 0.62
19369667_1, 0.67
19349325_1, 0.92
19349325_2, 0.90
19336502_4, 0.81
19201775_1, 0.60
19166691_1, 0.70
19139391_1, 0.65
19139391_2, 0.33
19104004_1, 0.90
19104004_3, 0.62
19097665_2, 0.68
19001508_2, 0.55
19001024_1, 0.67
18975369_1, 0.78
18823986_2, 0.80
18667204_1, 0.78
18667204_2, 0.38
18657652_2, 0.80
18615004_1, 0.68
18537526_1, 0.82
18511702_1, 0.20
18499565_1, 0.77
18498915_1, 0.60
18498915_2, 0.57
18451347_2, 0.90
18398080_2, 0.60
18370800_1, 0.78
18326958_1, 0.78
18227370_1, 0.72
18227370_2, 0.59
18227370_3, 0.44
18223031_1, 0.90
18223031_3, 0.70
18172039_3, 0.84
18094675_1, 0.75
18094675_2, 0.78
18094675_3, 0.87
17988947_1, 0.28
17984166_1, 0.50
17980928_2, 0.40
17965424_1, 0.61
17965424_2, 0.33
17804843_1, 0.65
17765963_1, 0.56
17765963_2, 0.70
17634458_2, 0.60
17470824_1, 0.82
17456819_1, 0.63
17398308_2, 0.80
17304660_2, 0.68
17259484_1, 0.77
17190893_1, 0.67
17124018_1, 0.44
17058629_1, 0.81
17058629_2, 0.54
17022864_3, 0.40
16709304_1, 0.77
16709304_2, 0.56
16537663_1, 0.20
16537662_1, 0.67
16533938_1, 0.63
16533938_2, 0.88
16508926_2, 0.87
16508926_3, 0.67
16495392_2, 0.55
16380589_1, 0.50
16267322_1, 0.73
16214597_3, 0.81
16139123_1, 0.60
16139123_2, 0.71
16139123_3, 0.70
16139123_4, 0.65
16116047_4, 0.60
15998891_1, 0.78
15924587_2, 0.65
15883637_1, 0.40
15851647_1, 0.82
15851647_3, 0.50
15590586_4, 0.60
15579515_1, 0.60
15381674_2, 0.75
14657064_1, 0.63
14657064_2, 0.87
12899584_2, 0.76
12813116_1, 0.69
12803733_2, 0.52
12803733_3, 0.69
12601075_2, 0.81
12466506_1, 0.90
12456232_1, 0.60
12456232_3, 0.53
12205648_2, 0.60
11918909_1, 0.87
11442551_1, 0.68
11442551_2, 0.65
11419426_1, 0.67
